"ID";"Lake";"object_annotation_category";"Community";"Major_mm";"Taille0.8";"Taille1"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,77698;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68582;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7208;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7208;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5671;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56392;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65402;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62964;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75896;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57558;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65614;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67946;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64236;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73458;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53212;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56074;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67204;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64342;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74836;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58406;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52152;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71656;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62752;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60102;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60632;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6148;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,48654;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59254;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,35722;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,51622;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58406;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53212;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5883;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5989;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6943;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71868;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6042;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65826;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62116;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6413;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57982;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,72928;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6466;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,4876;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62434;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60738;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,44308;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60738;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,477;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,39432;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6731;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69536;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,54484;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6201;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71126;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64872;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";1,71826;"Grand";"Grand"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6784;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65402;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73034;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,72822;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66356;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58088;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,689;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70596;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5989;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52894;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,4929;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5777;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,47806;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,55332;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6837;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64236;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,54696;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,51622;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63494;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,37842;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75366;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6413;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66568;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75578;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68052;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,55862;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58088;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,55968;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65826;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57346;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59678;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,78228;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6201;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,54272;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62752;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,80878;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,84482;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63706;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5883;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66038;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,81196;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,689;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73458;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7367;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,48654;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,36782;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5989;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68264;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59678;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62434;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63176;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,77062;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,55014;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,38584;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7579;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,46004;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,689;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6519;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6254;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73034;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5989;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58618;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,477;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";1,17766;"Grand";"Grand"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62434;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,39538;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57346;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65402;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70172;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52894;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64766;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67734;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67522;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52046;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69748;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70702;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7155;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67204;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,50986;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7261;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61586;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,742;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67734;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60314;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61798;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7261;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69642;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67204;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7632;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,46852;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56498;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64554;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59784;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7579;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6042;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59042;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64766;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75896;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6519;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56816;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52788;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75578;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65932;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71656;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61692;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";1,31652;"Grand";"Grand"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,54908;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59784;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61586;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58936;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53106;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7049;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6201;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66674;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,40704;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,80136;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6095;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66038;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63388;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59996;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73246;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6731;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56604;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,51728;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63812;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61268;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57982;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66356;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,43672;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53954;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61268;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64448;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66886;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6731;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59148;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7473;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,39962;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69218;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66674;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62328;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53848;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61056;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70808;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7685;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6625;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";1,0706;"Grand";"Grand"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62434;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68264;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62858;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67946;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64448;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67734;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74624;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65084;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63388;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,63918;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,55756;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6572;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,53318;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66462;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74518;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58724;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,72504;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65402;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,50668;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,54378;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,65614;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,72716;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58512;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61586;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71762;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,76002;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73776;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5459;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74836;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56922;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52576;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,80242;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56286;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,72716;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64342;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5883;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,50244;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66038;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62858;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71126;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,77168;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,62752;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69112;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58512;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71762;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5777;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71974;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6413;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60844;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67098;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,75366;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68688;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,58512;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7844;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67734;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64342;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,77062;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,57346;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6042;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74412;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,80242;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,742;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,41658;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,51092;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,43248;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,78652;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,4293;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,68688;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60314;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,60632;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66674;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7208;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7049;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,73352;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,8268;"Grand";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71444;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69218;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,52152;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,71232;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,69112;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6201;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,5618;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70702;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64342;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,4876;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,76744;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,59042;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64024;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66674;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,67734;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,77592;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,66038;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,56392;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,64872;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6837;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74518;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,6148;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,7208;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,61162;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,70914;"Petit";"Petit"
"Vert2";"Baie_Verte";"Calanoida";"SAFO";0,74094;"Petit";"Petit"
