Lake;Latitude;Longitude;Sp_para;Parasites;LT;LF;Weight;Sex;Type;Prof_moy;Superficie;DOC_moy;N_moy;P_moy;Chla_moy;Secchi_moy;Biomasse_moy;Biom_SAFO;pH;Vol_litt;Vol_pela
Baie_Cobb;46,7239857;73,1223291;Apophallus;85;33.8;32.3;349.7;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;27;33.1;31.5;321.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;29;32.9;31.3;306;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;232;32.9;31.5;318.2;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;59;32.5;31.1;351.6;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;50;32.2;30.7;289.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;99;31.7;30;282.4;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;187;31.3;29.7;280.1;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;54;31.2;29.8;247.5;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;80;31.2;29.6;283.4;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;62;30.6;29.8;269;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;147;30.4;28.9;290.1;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;90;30.3;28.8;243.2;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;99;29.9;28.1;228.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;77;29.8;28;256.8;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;48;29.6;27.9;242;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;115;29.6;28;251.1;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;40;29.1;28;237.1;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;34;28.7;27.5;141;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;46;28.6;27.2;198.3;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;59;28.6;26.9;235.3;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;55;28.4;26.9;203.5;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;16;27.8;25.9;178.2;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;124;27.6;26;170.8;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;191;27.5;26;187.9;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;53;27.3;25.9;190;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;132;26.8;25.5;173.7;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;94;25.6;24.3;151.1;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;28;25.1;23.8;132.6;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;28;24.8;23.7;147;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;21;23.6;22.1;115.1;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;23;23.2;21.9;113.7;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;15;22.2;21;104.2;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;21;22.2;21;97.3;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;49;21.5;20.4;98.2;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;2;19.7;18.8;75.5;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;5;19.3;18;57.3;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;7;17.7;16.9;47.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;6;17.5;16.6;44.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;12;16.9;16.1;48.2;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;4;16.6;15.6;40.8;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;3;16.3;15.4;40.8;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;73;31;29.5;264.4;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;80;29;27.7;245;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;64;27;25.5;177.7;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;77;26;24.7;165.1;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;32;24;22.7;126.6;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;13;20;18.9;76.7;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;10;19;17.9;67.4;M;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Cobb;46,7239857;73,1223291;Apophallus;9;19;17.8;57.5;F;Allo;5.88;61.7;8.43;311;3;1.08;3.8;286.03;460.2643;5.8675;234303;2755446
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;27;35.5;33.5;405;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;70;33.6;31.9;358.5;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;59;33.4;31.7;366.4;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;41;31.9;29.2;307.9;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;10;30.3;28.9;249.4;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;164;29.9;28.6;250.6;;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;99;29.8;28;237;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;81;29.5;28.3;207.5;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;66;29.4;27.8;226.9;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;32;28.6;27.2;219.9;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;68;28.5;26.6;220.8;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;118;28.1;26.5;194.6;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;30;27.3;25.7;193.3;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;51;27.2;25.5;166.6;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;19;27.2;25.5;178.3;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;33;27.1;25.7;197.5;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;64;26.2;24.5;158.4;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;48;25.9;24.5;152.7;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;44;25.3;23.8;152.7;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;64;25.2;23.4;130.9;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;21;24.7;23.2;129.7;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;64;24.3;22.5;125.6;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;46;23.9;22.8;116.2;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;44;22.8;21.4;93.4;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;52;21.7;20.5;86.1;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;26;21.3;20.1;77;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;17;20.8;19.5;75;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;100;20.7;19.4;77.9;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;10;20.5;19.4;72;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;62;34;32.4;402.1;F;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;1;21;19.8;93.5;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;99;21;19.7;86;M;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Onze_iles;46,7331143;73,1090095;Apophallus;24;19;18;61.2;;Allo;7.2;135;4.01;278;4.6;2.45;4.13;181.7122;337.9857;7.19625;419686;5377158
Baie_Verte;46,7439731;73,1049508;Apophallus;31;39.1;37.1;573.1;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;5;37.9;36.3;518.9;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;19;35.8;33.3;421.2;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;56;35.5;33.9;453.1;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;7;35.3;33.8;440.7;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;37;33.5;31.9;340.9;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;60;33.3;32;370.8;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;80;33.2;32;345.1;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;37;32.2;30.6;321.4;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;133;31.2;29.9;278.5;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;43;28.7;26.8;247.7;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;28;28.2;26.8;235;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;11;27.8;26;215.4;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;61;26.8;25.3;153.2;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;13;26.8;25.3;194.1;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;5;26.8;25.4;183.5;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;18;26.6;25;161.6;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;58;26.6;25.2;168.5;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;34;26.4;24.8;158.8;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;11;25.4;24.1;143.4;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;4;24.3;22.9;126.9;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;27;24.3;23.1;134.4;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;15;24.1;22.8;110.5;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;20;23.3;22.1;113.6;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;32;22.6;21.4;115.9;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;16;21.9;20.7;97.9;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;25;20.8;19.7;82.9;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;5;20.5;19.5;78.7;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;4;18.9;17.9;58.1;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;33;17.6;16.6;46.1;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;8;17.5;16.7;51.4;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;21;17.1;16.1;40.8;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;7;16.7;15.7;37.8;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;15;15.4;14.6;29.2;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;5;13.9;13.2;25.5;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;19;13.2;12.5;17.5;M;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Baie_Verte;46,7439731;73,1049508;Apophallus;159;35;33.5;411.8;F;Allo;;;2.83;222;2.9;0.92;8;148.2875;418.3452;7.60705357145;;
Bourassa;46,704908;73,3193696;Apophallus;33;37.4;35.8;504.7;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;5;37.4;36;510.7;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;70;36.6;34.6;480.1;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;5;36.3;34.9;502;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;85;35.9;34.1;464.8;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;11;35.9;34.2;419.8;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;17;35.7;34.5;478.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;38;35.6;34.1;402.3;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;53;35.3;33.5;405.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;15;34.7;33.5;444.5;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;15;34.4;32.7;447.4;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;11;34.2;32.8;416.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;157;34.2;32.5;391.8;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;190;33.9;32.9;384.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;37;32.8;31.9;345.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;0;32.6;31.2;329.2;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;57;31.5;30;313;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;21;30.5;29.3;237.2;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;127;30.4;29.1;308;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;7;28.9;27.2;254.4;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;35;28.9;27.5;268.3;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;15;28.8;27.5;238.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;19;28.4;26.8;224.6;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;14;28.2;26.5;209.1;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;18;27.6;26.2;218.7;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;102;27.4;26;206.8;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;21;27.4;26.1;207;F;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;20;26.8;25.4;178;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;21;26.6;25.1;165.4;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;17;26.5;25.2;164.4;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;8;26.5;25.1;166.8;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
Bourassa;46,704908;73,3193696;Apophallus;6;26.2;24.8;170;M;Allo;7.26;55.9;3.56;215.9;5.63;4.22;5.61;1424.7388;1475.1919;6.0327857143;203896;2393927
